speaker,line,season,episode,scene_count,line_count
vanessa,well that was easy.,season_2,22,22,87
baljeet,...i gotta get it gotta g... gotta get it gotta get it gotta get it gotta get it gotta get it gotta get it...,season_2,22,23,89
baljeet,yes! mine mine mine mine mine mine mine!,season_2,22,24,91
vanessa,wha- hey! watch where you're... oh great now this thing is broken and they've got the pizzazziu... ,season_2,22,25,93
candace,that lantern was the perfect gift.,season_2,22,26,95
baljeet,woo-hoo!,season_2,22,27,97
candace,buford and baljeet! how did they get it?,season_2,22,27,98
phineas,ferb you've gotta try this chair! i can't feel my brain!,season_2,22,30,131
vanessa,ugh i hope nobody sees me in here.,season_2,22,31,133
linda,ferb honey aren't you a little old to be playing in the ball pit?,season_2,22,32,135
ferb,yes yes i am.,season_2,22,32,136
linda,okay then. ,season_2,22,32,137
vanessa,your name is ferb?,season_2,22,32,138
ferb,well yes it's short for... oh here it is.,season_2,22,32,139
vanessa,thanks ferb! see you around!,season_2,22,32,140
doofenshmirtz,push button start mower. does this really work?,season_2,22,32,141
baljeet,i will take that!,season_2,22,34,144
phineas,ferb my fingers look just like snakes!,season_2,22,35,146
doofenshmirtz,oop there it is.,season_2,22,36,148
vanessa,ferb!,season_2,22,37,150
stacy,check it out! they do make a card for a spilled cheese dog with mustard.,season_2,22,39,153
vanessa,well ferb. you certainly know how to show a girl a good time! well that worked.,season_2,22,40,155
doofenshmirtz,i got it! i got it! ,season_2,22,40,156
security guard,excuse me sir you know you have to pay for this. ,season_2,22,40,157
doofenshmirtz,i was! i was going to pay!,season_2,22,40,158
security guard,tell it to the judge.,season_2,22,40,159
doofenshmirtz,don't worry guys we'll- we'll get this all straightened out. va- vanessa! vanessa... no no you can't take me i don't have anyone to curse!,season_2,22,40,160
phineas,is it here yet?,season_2,23,1,1
mail lady,sorry boys. not today.,season_2,23,1,2
phineas,aw rats.,season_2,23,1,3
mail lady,oh wait boys. i almost forgot your mom's penny shopper.,season_2,23,1,4
candace,hey! when you two gonna move that stupid box out of the doorway?,season_2,23,1,5
phineas,box? when did that come?,season_2,23,1,6
candace,the delivery guy brought it while you two were camping out in the mailbox.,season_2,23,1,7
phineas,oh man. i can't believe it's here! finally the world-famous x-ray vision glasses. this is gonna be great! whoa! we got totally ripped-off! ferb let me see that comic again. oh for crying out loud! amazing illusion? fool your friends? does not actually provide x-ray vision. oh man this is a rip-off! it's just like the body building course we got last summer.,season_2,23,1,8
phineas,and i was so looking forward to looking through things.,season_2,23,2,10
phineas,ferb that's it! i know what we're gonna today!,season_2,23,3,12
candace,oh my gosh! are you the cutest thing ever? aw you're so adorable! i just could eat you up. not literally but you know what i mean.,season_2,23,4,14
phineas,hey where's perry?,season_2,23,4,15
major monogram,agent p doofenshmirtz is up to his usual shenanigans but we have a more serious problem. there's a rouge agent on the loose and he's in your area. carl's working with our field agents...to create a composite sketch.,season_2,23,6,18
carl,finished sir!,season_2,23,6,19
major monogram,carl? you said you could draw! i'm sorry agent p. in the meanwhile he may try to find one of your secret passages and infiltrate your lair where he could hack into our mainframe. so be on the lookout for any suspicious characters.,season_2,23,6,20
phineas,look ferb there's perry.,season_2,23,7,23
phineas,maybe that's where he disappears to all the time. well if he got himself up there he can get himself,season_2,23,8,25
phineas,oh ferb you're way ahead of me.,season_2,23,9,28
major monogram,agent p we've hired a professional artist and got much better results. we've identified the,season_2,23,10,30
candace,first i'm going to name you mr. cutie-patootie. then we'll give you a complete makeover and teach you some cool tricks. you stay put while i find you a new stylish outfit. let's see what we got here. what am i doing with a scepter? huh. next! leopard headbands are so last year. ooh here's some of my doll clothes! eh let's skip the tiara. what is this? leg warmers? who wears leg warmers? i definitely don't.,season_2,23,11,33
candace,mr. cutie-patootie?,season_2,23,12,35
candace,i finally found— aw poor mr. cutie-patootie. don't mind him. once i'm done making you over you're going to be new alpha pet.,season_2,23,13,37
dennis,,season_2,23,14,39
candace,i know! matching shoes!,season_2,23,14,40
candace,i found it! these shoes should complete the outfit.,season_2,23,15,42
doofenshmirtz,ah perry the platypus! how unexpected for you to burst in my nefarious... nefarious? no it's not. it's too much even for me.,season_2,23,37,65
doofenshmirtz,perry the platypus is due any second. hey it's getting a little late. where is he?,season_2,23,38,67
doofenshmirtz,oh who needs him? he never does anything until after i tell him my plans. he just stands there like a potted plant. you see i don't even need perry the platypus.,season_2,23,39,69
phineas,mom's just got back from the grocery store so we ought to have plenty of carrots for our x-ray glasses.,season_2,23,41,72
candace,thank you very much!,season_2,23,42,74
phineas,oh actually candace we need those.,season_2,23,42,75
candace,oh really? for your stupid x-ray glasses?,season_2,23,42,76
phineas,hey! they're not stu --,season_2,23,42,77
candace,do you know what this is?,season_2,23,43,79
phineas,uh is it not a rabbit?,season_2,23,43,80
candace,this is an actual living creature that uses carrots for food instead of science experiments.,season_2,23,43,81
ferb,so why is he wearing a tutu?,season_2,23,43,82
candace,he likes it! don't worry mr. cutie-patootie. they're just jealous.,season_2,23,43,83
phineas,come on maybe isabella has some carrots.,season_2,23,43,84
candace,okay let's start with some simple tricks. sit.,season_2,23,44,86
candace,roll over! ,season_2,23,45,88
linda,what the? oh a bunny rabbit. candace must have gotten a new pet.,season_2,23,48,92
doofenshmirtz,well planty the potted plant since you're just hanging around.... let me demonstrate the brilliant evil-losity of my latest inven...,season_2,23,53,98
doofenshmirtz,grr. you see? see that's what i'm talking about. ever since those condos next door started,season_2,23,54,100
doofenshmirtz,thank you! thank you for my point for me! don't give me that look. prepare to launch...,season_2,23,55,103
doofenshmirtz,hey how did you do that? ow! ow! come out in the open where i can... ow!,season_2,23,56,105
phineas,stomp harder ferb! this carrot juice is gotta be really concentrated.,season_2,23,60,110
isabella,hey phineas. whatcha doin'?,season_2,23,60,111
phineas,just waiting for the concentrated carrot extract to mix with the super heated optical polymers. now i dip the frames to the x-ray solution. it may take a couple of hours to set properly.,season_2,23,60,112
isabella,or just five minutes in my quick-e-bake oven. fireside girls are always prepared. ,season_2,23,60,113
isabella,,season_2,23,62,116
phineas,here goes nothing.,season_2,23,62,117
isabella,hey it sounds like it's coming from my house.,season_2,23,63,119
isabella,mom what's wrong?,season_2,23,64,121
vivian,i lost my wedding ring!,season_2,23,64,122
isabella,okay mom when did you have been doing since you last saw it?,season_2,23,64,123
vivian,ah si si si. i was fixing some lunch then i washed the dishes.,season_2,23,64,124
phineas,i found it!,season_2,23,64,125
vivian,ah thank you phineas. uh...where is it?,season_2,23,64,126
phineas,down in the drainpipe under the sink. quick ferb! we need a 14-inch pipe wrench a blowtorch and a jar of mayonnaise.,season_2,23,64,127
vivian,ooh that's very sweet of you boys but i think i'll call my regular plumber. he's bonded.,season_2,23,65,129
phineas,okay suit yourself.,season_2,23,65,130
isabella,the glasses work great!,season_2,23,65,131
phineas,this is gonna be fun.,season_2,23,65,132
phineas,looks our x-ray vision glasses have passed all the quality control tests.,season_2,23,66,150
isabella,good thing because we're stocking up quite a pile of orders.,season_2,23,66,151
phineas,excellent. it's time to order a big truck load of carrots.,season_2,23,66,152
candace,mr. cutie-patootie?! where are you?! mr. cutie patootie!!!,season_2,23,67,154
female voice,intruder alert. intruder alert.,season_2,23,68,156
major monogram,uh hello agent... no! not you! agent p you've got to stop him before he...,season_2,23,69,158
female voice,access granted.,season_2,23,69,159
phineas,why yes yes i am.,season_2,23,71,162
candace,have you seen mr. cutie-patootie? i can't find him anywhere.,season_2,23,71,163
phineas,well did you check the backyard? he might be there.,season_2,23,71,164
phineas,hmm. how about the kitchen?,season_2,23,72,166
doofenshmirtz,i'm kind of pooped.,season_2,23,74,169
doofenshmirtz,ah! curse you planty the potted plant!,season_2,23,75,171
major monogram,good work agent p. ,season_2,23,78,175
candace,you don't suppose he could've run away?,season_2,23,80,178
phineas,don't worry. i'm sure he'll turn up. hey what happened to all the carrots? one minute there's a backyard full of carrots. i turn around for half a minute and; poof! – now they're gone!,season_2,23,80,179
candace,welcome to my world.,season_2,23,80,180
phineas,wow that must be really annoying.,season_2,23,80,181
candace,at least you're still around. do you like wearing pink?,season_2,23,80,182
major monogram,on behalf of the entire agency i like to thank you for your valiant service in one of our darkest hours. planty the potted plant welcome to the agency.,season_2,23,83,186
candace,oh... my... gosh! i can't believe it! we're finally gonna have our first... spa day! algae infused seaweed mud wrap...,season_2,24,1,1
stacy,hot rock rub and volcanic mineral scrub!,season_2,24,1,2
phineas,sounds like fun.,season_2,24,1,3
candace,fun?,season_2,24,1,4
phineas,yeah! mud seaweed volcanic rock.,season_2,24,1,5
candace,it's not fun it's relaxing. which means it's enjoyable which means it's fun. grown-up fun. you wouldn't understand. besides the le rub de scrub spa is very exclusive. you can't even get in unless you know someone.,season_2,24,1,6
phineas,how are you guys getting in?,season_2,24,1,7
candace,well i know stacy...,season_2,24,1,8
stacy,...and i know this neighbor who knows this hair-washer who knows this bank teller who knows this back-waxer who works at the spa.,season_2,24,1,9
candace,yeah and i know stacy.,season_2,24,1,10
phineas,huh. well ferb and i aren't connected like you guys.,season_2,24,1,11
candace,come on. let's get going. ,season_2,24,1,12
isabella,hi guys. where you goin'?,season_2,24,1,13
candace,we're going to the spa.,season_2,24,1,14
stacy,yeah. we're gonna get totally immersed in self-indulgence.,season_2,24,1,15
candace,and mud.,season_2,24,1,16
isabella,sounds like fun.,season_2,24,1,17
phineas,see? i told you it was fun.,season_2,24,1,18
isabella,hi phineas. what'cha doin'?,season_2,24,1,19
phineas,well i think we're going to build a spa. huah!,season_2,24,1,20
